o0900153	BAPPIR~f	EASL0099	I	BAPPIR~f	archsigns/BAPPIR~f.jpg
o0900154	BAR	EASL0100	I	BAR	archsigns/BAR.jpg
o0900159	BARA₂~a~v1	EASL0101	I	BARA2~a	archsigns/BARA2~a.jpg
o0900161	BARA₂~b~v1	EASL0102	I	BARA2~b	archsigns/BARA2~b.jpg
o0900162	BARA₃	EASL0103	I	BARA3	archsigns/BARA3.jpg
o0900165	BIR~a	EASL0104	I	BIR~a	archsigns/BIR~a.jpg
o0900166	BIR~b	EASL0105	I	BIR~b	archsigns/BIR~b.jpg
o0900167	BIR~c	EASL0106	I	BIR~c	archsigns/BIR~c.jpg
o0900170	BIR₃~a~v1	EASL0107	I	BIR3~a	archsigns/BIR3~a.jpg
o0900172	BIR₃~b~v1	EASL0108	I	BIR3~b	archsigns/BIR3~b.jpg
o0900173	BIR₃~c	EASL0109	I	BIR3~c	archsigns/BIR3~c.jpg
o0900176	BU~a~v1	EASL0110	I	BU~a	archsigns/BU~a.jpg
o0900192	|(BU~a&BU~a).NA₂~a~v1|	EASL0111	I	|(BU~a&BU~a).NA2~a|	archsigns/|(BU~a&BU~a).NA2~a|.jpg
o0903398	|(BU~a~v1%BU~a~v1).NA₂~a@n|	EASL0112	I	|(BU~a&BU~a).NA2~a@n|	archsigns/|(BU~a&BU~a).NA2~a@n|.jpg
o0900193	|(BU~a&BU~a).NA₂~b|	EASL0113	I	|(BU~a&BU~a).NA2~b|	archsigns/|(BU~a&BU~a).NA2~b|.jpg
o0900197	|(BU~a&BU~a).X|	EASL0114	I	|(BU~a&BU~a).X|	archsigns/|(BU~a&BU~a).X|.jpg
o0900200	|BU~a+DU₆~a~v1|	EASL0115	I	|BU~a+DU6~a|	archsigns/|BU~a+DU6~a|.jpg
o0900187	|BU~a×1(N58)|	EASL0116	I	|BU~ax1(N58)|	archsigns/|BU~ax1(N58)|.jpg
o0900183	|BU~a~v1×A|	EASL0117	I	|BU~axA|	archsigns/|BU~axA|.jpg
o0900185	|BU~a×GIŠ@t|	EASL0118	I	|BU~axGISZ@t|	archsigns/|BU~axGISZ@t|.jpg
o0900177	BU~b	EASL0119	I	BU~b	archsigns/BU~b.jpg
o0900181	|BU~b.NA₂~a~v1|	EASL0120	I	|BU~b.NA2~a|	archsigns/|BU~b.NA2~a|.jpg
o0900205	BU₃	EASL0121	I	BU3	archsigns/BU3.jpg
o0900206	BULUG	EASL0122	I	BULUG	archsigns/BULUG.jpg
o0900207	BULUG₃	EASL0123	I	BULUG3	archsigns/BULUG3.jpg
o0900211	BUR~a	EASL0124	I	BUR~a	archsigns/BUR~a.jpg
o0900212	BUR~b	EASL0125	I	BUR~b	archsigns/BUR~b.jpg
o0900213	BUR~c	EASL0126	I	BUR~c	archsigns/BUR~c.jpg
o0900214	BUR~d	EASL0127	I	BUR~d	archsigns/BUR~d.jpg
o0900215	BUR₂	EASL0128	I	BUR2	archsigns/BUR2.jpg
o0900217	DA~a	EASL0129	I	DA~a	archsigns/DA~a.jpg
o0900222	|DA~a.LIŠ|	EASL0130	I	|DA~a.LISZ|	archsigns/|DA~a.LISZ|.jpg
o0900218	DA~b	EASL0131	I	DA~b	archsigns/DA~b.jpg
o0900219	DA~c	EASL0132	I	DA~c	archsigns/DA~c.jpg
o0900220	DA~d	EASL0133	I	DA~d	archsigns/DA~d.jpg
o0900223	DAG	EASL0134	I	DAG	archsigns/DAG.jpg
o0900224	DAH	EASL0135	I	DAH	archsigns/DAH.jpg
o0900225	DAM	EASL0136	I	DAM	archsigns/DAM.jpg
o0900226	DANNA	EASL0137	I	DANNA	archsigns/DANNA.jpg
o0900228	DAR~a	EASL0138	I	DAR~a	archsigns/DAR~a.jpg
o0900233	|DAR~a×A|	EASL0139	I	|DAR~axA|	archsigns/|DAR~axA|.jpg
o0900229	DAR~b	EASL0140	I	DAR~b	archsigns/DAR~b.jpg
o0900230	DAR~c	EASL0141	I	DAR~c	archsigns/DAR~c.jpg
o0900231	DAR~d	EASL0142	I	DAR~d	archsigns/DAR~d.jpg
o0900235	DARA₃~a	EASL0143	I	DARA3~a	archsigns/DARA3~a.jpg
o0900236	DARA₃~b	EASL0144	I	DARA3~b	archsigns/DARA3~b.jpg
o0900238	DARA₃~c~v1	EASL0145	I	DARA3~c	archsigns/DARA3~c.jpg
o0900241	|DARA₃~c×KAR₂~b|	EASL0146	I	|DARA3~cxKAR2|	archsigns/|DARA3~cxKAR2|.jpg
o0900246	|DARA₃~c×(KAR₂~c.ŠE~a)|	EASL0147	I	|DARA3~cx(KAR2.SZE~a)|	archsigns/|DARA3~cx(KAR2.SZE~a)|.jpg
o0900239	DARA₃~d	EASL0148	I	DARA3~d	archsigns/DARA3~d.jpg
o0900244	|DARA₃~d2×KAR₂~a1|	EASL0149	I	|DARA3~dxKAR2|	archsigns/|DARA3~dxKAR2|.jpg
o0900247	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	EASL0150	I	|DARA3~dx(KAR2.SZE~a)|	archsigns/|DARA3~dx(KAR2.SZE~a)|.jpg
o0900249	DARA₄~a1	EASL0151	I	DARA4~a1	archsigns/DARA4~a1.jpg
o0900250	DARA₄~a2	EASL0152	I	DARA4~a2	archsigns/DARA4~a2.jpg
o0900251	DARA₄~a3	EASL0153	I	DARA4~a3	archsigns/DARA4~a3.jpg
o0900252	DARA₄~b	EASL0154	I	DARA4~b	archsigns/DARA4~b.jpg
o0900254	DARA₄~c1	EASL0155	I	DARA4~c1	archsigns/DARA4~c1.jpg
o0900255	DARA₄~c2	EASL0156	I	DARA4~c2	archsigns/DARA4~c2.jpg
o0900256	DARA₄~c3	EASL0157	I	DARA4~c3	archsigns/DARA4~c3.jpg
o0900257	DARA₄~c4	EASL0158	I	DARA4~c4	archsigns/DARA4~c4.jpg
o0900258	DARA₄~c5	EASL0159	I	DARA4~c5	archsigns/DARA4~c5.jpg
o0900260	DI	EASL0160	I	DI	archsigns/DI.jpg
o0900261	DI@t	EASL0161	I	DI@t	archsigns/DI@t.jpg
o0900263	DIB~v1	EASL0162	I	DIB	archsigns/DIB.jpg
o0900266	DILMUN~v2	EASL0163	I	DILMUN	archsigns/DILMUN.jpg
o0900269	DIM~a	EASL0164	I	DIM~a	archsigns/DIM~a.jpg
o0900273	|DIM~a×GU|	EASL0165	I	|DIM~axGU|	archsigns/|DIM~axGU|.jpg
o0900275	|DIM~a×X|	EASL0166	I	|DIM~axX|	archsigns/|DIM~axX|.jpg
o0900270	DIM~b	EASL0167	I	DIM~b	archsigns/DIM~b.jpg
o0900271	DIM~c	EASL0168	I	DIM~c	archsigns/DIM~c.jpg
o0900276	DIN	EASL0169	I	DIN	archsigns/DIN.jpg
o0900278	DIN@t	EASL0170	I	DIN@t	archsigns/DIN@t.jpg
o0900282	DU@g	EASL0171	I	DU@g	archsigns/DU@g.jpg
o0900285	DU₆~a~v1	EASL0172	I	DU6~a	archsigns/DU6~a.jpg
o0900290	|DU₆~a~v1×1(N58)|	EASL0173	I	|DU6~axDISZ|	archsigns/|DU6~axDISZ|.jpg
o0900287	DU₆~b	EASL0174	I	DU6~b	archsigns/DU6~b.jpg
o0900288	DU₆~c	EASL0175	I	DU6~c	archsigns/DU6~c.jpg
o0900291	DU₇	EASL0176	I	DU7	archsigns/DU7.jpg
o0900293	DU₈~a	EASL0177	I	DU8~a	archsigns/DU8~a.jpg
o0900295	DU₈~b~v1	EASL0178	I	DU8~b	archsigns/DU8~b.jpg
o0900296	DU₈~c	EASL0179	I	DU8~c	archsigns/DU8~c.jpg
o0900310	DU₈~c@g~v1	EASL0180	I	DU8~c@g	archsigns/DU8~c@g.jpg
o0900303	|DU₈~c×HI|	EASL0181	I	|DU8~cxHI|	archsigns/|DU8~cxHI|.jpg
o0900305	|DU₈~c×UDU~a|	EASL0182	I	|DU8~cxUDU~a|	archsigns/|DU8~cxUDU~a|.jpg
o0900307	|DU₈~c×X|	EASL0183	I	|DU8~cxX|	archsigns/|DU8~cxX|.jpg
o0900312	DUB~a	EASL0184	I	DUB~a	archsigns/DUB~a.jpg
o0900317	DUB~b~v4	EASL0185	I	DUB~b	archsigns/DUB~b.jpg
o0900318	DUB~c	EASL0186	I	DUB~c	archsigns/DUB~c.jpg
o0900319	DUB~d	EASL0187	I	DUB~d	archsigns/DUB~d.jpg
o0900320	DUB~e	EASL0188	I	DUB~e	archsigns/DUB~e.jpg
o0900321	DUB~f	EASL0189	I	DUB~f	archsigns/DUB~f.jpg
o0900329	DUB₂	EASL0190	I	DUB2	archsigns/DUB2.jpg
o0900324	|(DUB@n~a×1(N58))~a|	EASL0191	I	|(DUBxDISZ)~a|	archsigns/|(DUBxDISZ)~a|.jpg
o0900325	|DUB@n~b×1(N58)~a|	EASL0192	I	|(DUBxDISZ)~b|	archsigns/|(DUBxDISZ)~b|.jpg
o0900326	|(DUB@n~a×1(N58))~b|	EASL0193	I	|(DUBxDISZ)~c|	archsigns/|(DUBxDISZ)~c|.jpg
o0900394	|DUG~a×1(N57)|	EASL0194	I	|DUG~ax1(N57)|	archsigns/|DUG~ax1(N57)|.jpg
o0900369	|DUG~a×HI|	EASL0195	I	|DUG~axHI|	archsigns/|DUG~axHI|.jpg
o0900375	|DUG~a×KASKAL|	EASL0196	I	|DUG~axKASKAL|	archsigns/|DUG~axKASKAL|.jpg
o0900388	|DUG~a×LAM~b|	EASL0197	I	|DUG~axLAM~b|	archsigns/|DUG~axLAM~b|.jpg
o0900407	|DUG~a×NAGA~a|	EASL0198	I	|DUG~axNAGA~a|	archsigns/|DUG~axNAGA~a|.jpg
o0900447	|DUG~a×U₂~a|	EASL0199	I	|DUG~axU2~a|	archsigns/|DUG~axU2~a|.jpg
o0900448	|DUG~a×U₂~b|	EASL0200	I	|DUG~axU2~b|	archsigns/|DUG~axU2~b|.jpg
o0900460	|DUG~a×X|	EASL0201	I	|DUG~axX|	archsigns/|DUG~axX|.jpg
o0900335	DUG~b~v1	EASL0202	I	DUG~b	archsigns/DUG~b.jpg
o0900476	|(DUG~b~v1&DUG~b~v1)×1(N58)|	EASL0203	I	|(DUG~b&DUG~b)x1(N58)|	archsigns/|(DUG~b&DUG~b)x1(N58)|.jpg
o0900396	|DUG~b~v1×1(N57)|	EASL0204	I	|DUG~bx1(N57)|	archsigns/|DUG~bx1(N57)|.jpg
o0900401	|DUG~b×(1(N57).KU₃~a)|	EASL0205	I	|DUG~bx(1(N57).KU3~a)|	archsigns/|DUG~bx(1(N57).KU3~a)|.jpg
o0900403	|DUG~b×3(N57)|	EASL0206	I	|DUG~bx3(N57)|	archsigns/|DUG~bx3(N57)|.jpg
o0900340	|DUG~b~v1×AB₂|	EASL0207	I	|DUG~bxAB2|	archsigns/|DUG~bxAB2|.jpg
o0900342	|DUG~b×ANŠE~b|	EASL0208	I	|DUG~bxANSZE~b|	archsigns/|DUG~bxANSZE~b|.jpg
o0900343	|DUG~b×ANŠE~d|	EASL0209	I	|DUG~bxANSZE~d|	archsigns/|DUG~bxANSZE~d|.jpg
o0900347	|DUG~b×BALA~a|	EASL0210	I	|DUG~bxBALA~a|	archsigns/|DUG~bxBALA~a|.jpg
o0900349	|DUG~b×BIR₃~c|	EASL0211	I	|DUG~bxBIR3~c|	archsigns/|DUG~bxBIR3~c|.jpg
o0900352	|DUG~b~v1×DIN|	EASL0212	I	|DUG~bxDIN|	archsigns/|DUG~bxDIN|.jpg
o0900354	|(DUG~b×DIN)@r|	EASL0213	I	|(DUG~bxDIN)@r|	archsigns/|(DUG~bxDIN)@r|.jpg
o0900356	|DUG~b×E~a|	EASL0214	I	|DUG~bxE~a|	archsigns/|DUG~bxE~a|.jpg
o0900358	|DUG~b×GA~a~v4|	EASL0215	I	|DUG~bxGA~a|	archsigns/|DUG~bxGA~a|.jpg
o0900359	|DUG~b×GA~b|	EASL0216	I	|DUG~bxGA~b|	archsigns/|DUG~bxGA~b|.jpg
o0900362	|DUG~b~v1×GEŠTU~a~v2|	EASL0217	I	|DUG~bxGESZTU~a|	archsigns/|DUG~bxGESZTU~a|.jpg
o0900363	|DUG~b×GEŠTU~b|	EASL0218	I	|DUG~bxGESZTU~b|	archsigns/|DUG~bxGESZTU~b|.jpg
o0900365	|DUG~b×GI₆|	EASL0219	I	|DUG~bxGI6|	archsigns/|DUG~bxGI6|.jpg
o0900367	|DUG~b×GIŠ|	EASL0220	I	|DUG~bxGISZ|	archsigns/|DUG~bxGISZ|.jpg
o0900371	|DUG~b~v1×HI|	EASL0221	I	|DUG~bxHI|	archsigns/|DUG~bxHI|.jpg
o0900373	|DUG~b~v1×HI@g~a|	EASL0222	I	|DUG~bxHI@g~a|	archsigns/|DUG~bxHI@g~a|.jpg
o0900376	|DUG~b×KASKAL|	EASL0223	I	|DUG~bxKASKAL|	archsigns/|DUG~bxKASKAL|.jpg
o0900379	|DUG~b×KU₆~a|	EASL0224	I	|DUG~bxKU6~a|	archsigns/|DUG~bxKU6~a|.jpg
o0900386	|DUG~b×KUR@g~a|	EASL0225	I	|DUG~bxKUR@g~a|	archsigns/|DUG~bxKUR@g~a|.jpg
o0900381	|DUG~b×KUR~a|	EASL0226	I	|DUG~bxKUR~a|	archsigns/|DUG~bxKUR~a|.jpg
o0900384	|DUG~b×(KUR~a.X)|	EASL0227	I	|DUG~bx(KUR~a.X)|	archsigns/|DUG~bx(KUR~a.X)|.jpg
o0900382	|DUG~b×KUR~b|	EASL0228	I	|DUG~bxKUR~b|	archsigns/|DUG~bxKUR~b|.jpg
o0900389	|DUG~b×LAM~a|	EASL0229	I	|DUG~bxLAM~a|	archsigns/|DUG~bxLAM~a|.jpg
o0900392	|DUG~b~v1×MAŠ|	EASL0230	I	|DUG~bxMASZ|	archsigns/|DUG~bxMASZ|.jpg
o0900408	|DUG~b×NAGA~a|	EASL0231	I	|DUG~bxNAGA~a|	archsigns/|DUG~bxNAGA~a|.jpg
o0900410	|DUG~b×NAM₂|	EASL0232	I	|DUG~bxNAM2|	archsigns/|DUG~bxNAM2|.jpg
o0900412	|DUG~b×(NI~a@g.ZATU779)|	EASL0233	I	|DUG~bx(NI~a@g.ZATU779)|	archsigns/|DUG~bx(NI~a@g.ZATU779)|.jpg
o0900414	|DUG~b×SA~a|	EASL0234	I	|DUG~bxSA~a|	archsigns/|DUG~bxSA~a|.jpg
o0900418	|DUG~b×SI₄~a|	EASL0235	I	|DUG~bxSI4~a|	archsigns/|DUG~bxSI4~a|.jpg
o0900420	|DUG~b×(SI₄~a.X)|	EASL0236	I	|DUG~bx(SI4~a.X)|	archsigns/|DUG~bx(SI4~a.X)|.jpg
o0900422	|DUG~b×SIG₂~a1|	EASL0237	I	|DUG~bxSIG2~a1|	archsigns/|DUG~bxSIG2~a1|.jpg
o0900423	|DUG~b×SIG₂~a2|	EASL0238	I	|DUG~bxSIG2~a2|	archsigns/|DUG~bxSIG2~a2|.jpg
o0900425	|DUG~b×SIG₇|	EASL0239	I	|DUG~bxSIG7|	archsigns/|DUG~bxSIG7|.jpg
o0900427	|DUG~b×SUHUR|	EASL0240	I	|DUG~bxSUHUR|	archsigns/|DUG~bxSUHUR|.jpg
o0900431	|DUG~b×ŠAH₂~a|	EASL0241	I	|DUG~bxSZAH2~a|	archsigns/|DUG~bxSZAH2~a|.jpg
o0900435	|DUG~b~v1×ŠE~a@t|	EASL0242	I	|DUG~bxSZE~a|	archsigns/|DUG~bxSZE~a|.jpg
o0900437	|DUG~b×(ŠE~a.NAM₂)|	EASL0243	I	|DUG~bx(SZE~a.NAM2)|	archsigns/|DUG~bx(SZE~a.NAM2)|.jpg
o0900439	|DUG~b×TAK₄~a|	EASL0244	I	|DUG~bxTAK4~a|	archsigns/|DUG~bxTAK4~a|.jpg
o0900441	|DUG~b×(TAK₄~a.SA~a)|	EASL0245	I	|DUG~bx(TAK4~a.SA~a)|	archsigns/|DUG~bx(TAK4~a.SA~a)|.jpg
o0900443	|DUG~b×(TAK₄~a.SAL)|	EASL0246	I	|DUG~bx(TAK4~a.SAL)|	archsigns/|DUG~bx(TAK4~a.SAL)|.jpg
o0900445	|DUG~b×TI|	EASL0247	I	|DUG~bxTI|	archsigns/|DUG~bxTI|.jpg
o0900449	|DUG~b×U₂~a|	EASL0248	I	|DUG~bxU2~a|	archsigns/|DUG~bxU2~a|.jpg
o0900452	|DUG~b~v2×U₂~b|	EASL0249	I	|DUG~bxU2~b|	archsigns/|DUG~bxU2~b|.jpg
o0900456	|DUG~b×UH₃~a|	EASL0250	I	|DUG~bxUH3~a|	archsigns/|DUG~bxUH3~a|.jpg
o0900458	|DUG~b×UH₃~a@t|	EASL0251	I	|DUG~bxUH3~a@t|	archsigns/|DUG~bxUH3~a@t|.jpg
o0900462	|DUG~b~v1×X|	EASL0252	I	|DUG~bxX|	archsigns/|DUG~bxX|.jpg
o0900464	|DUG~b×ZATU707~a|	EASL0253	I	|DUG~bxZATU707~a|	archsigns/|DUG~bxZATU707~a|.jpg
o0900466	|DUG~b×ZATU764|	EASL0254	I	|DUG~bxZATU764|	archsigns/|DUG~bxZATU764|.jpg
o0900468	|DUG~b×ZATU779|	EASL0255	I	|DUG~bxZATU779|	archsigns/|DUG~bxZATU779|.jpg
o0900470	|DUG~b×ZATU780|	EASL0256	I	|DUG~bxZATU780|	archsigns/|DUG~bxZATU780|.jpg
o0900472	|DUG~b×ZATU781|	EASL0257	I	|DUG~bxZATU781|	archsigns/|DUG~bxZATU781|.jpg
o0900474	|DUG~b×(ZATU789.SA~a)|	EASL0258	I	|DUG~bx(ZATU789.SA~a)|	archsigns/|DUG~bx(ZATU789.SA~a)|.jpg
o0900337	DUG~c~v3	EASL0259	I	DUG~c	archsigns/DUG~c.jpg
o0900479	DUG~c@t	EASL0260	I	DUG~c@t	archsigns/DUG~c@t.jpg
o0900399	|DUG~c~v3×1(N57)|	EASL0261	I	|DUG~cx1(N57)|	archsigns/|DUG~cx1(N57)|.jpg
o0900338	DUG~d	EASL0262	I	DUG~d	archsigns/DUG~d.jpg
o0900481	DUGUD	EASL0263	I	DUGUD	archsigns/DUGUD.jpg
o0900483	DUR~a	EASL0264	I	DUR~a	archsigns/DUR~a.jpg
o0900484	DUR~b	EASL0265	I	DUR~b	archsigns/DUR~b.jpg
o0900485	DUR₂	EASL0266	I	DUR2	archsigns/DUR2.jpg
o0900281	|DU×1(N58@t)|	EASL0267	I	|DUxDISZ|	archsigns/|DUxDISZ|.jpg
o0900487	E~a	EASL0268	I	E~a	archsigns/E~a.jpg
o0900488	E~b	EASL0269	I	E~b	archsigns/E~b.jpg
o0900489	E~c	EASL0270	I	E~c	archsigns/E~c.jpg
o0900490	E~d	EASL0271	I	E~d	archsigns/E~d.jpg
o0900491	E~e	EASL0272	I	E~e	archsigns/E~e.jpg
o0900493	E₂~a	EASL0273	I	E2~a	archsigns/E2~a.jpg
